month,health_board,age_group,simd_quintile,presentations
2023-12,NHS Shetland,36-45,3,10
2023-12,NHS Shetland,36-45,4,5
2023-12,NHS Shetland,36-45,5,5
2023-12,NHS Shetland,46-55,1,19
2023-12,NHS Shetland,46-55,2,11
2023-12,NHS Shetland,46-55,3,9
2023-12,NHS Shetland,46-55,4,7
2023-12,NHS Shetland,46-55,5,1
2023-12,NHS Shetland,56-65,1,11
2023-12,NHS Shetland,56-65,2,11
2023-12,NHS Shetland,56-65,3,9
2023-12,NHS Shetland,56-65,4,4
2023-12,NHS Shetland,56-65,5,2
2023-12,NHS Shetland,66-75,1,5
2023-12,NHS Shetland,66-75,2,6
2023-12,NHS Shetland,66-75,3,6
2023-12,NHS Shetland,66-75,4,6
2023-12,NHS Shetland,66-75,5,2
2023-12,NHS Shetland,76+,1,3
2023-12,NHS Shetland,76+,2,2
2023-12,NHS Shetland,76+,3,1
2023-12,NHS Shetland,76+,4,2
2023-12,NHS Tayside,0-17,1,75
2023-12,NHS Tayside,0-17,2,57
2023-12,NHS Tayside,0-17,3,43
2023-12,NHS Tayside,0-17,4,26
2023-12,NHS Tayside,0-17,5,12
2023-12,NHS Tayside,18-25,1,237
2023-12,NHS Tayside,18-25,2,168
2023-12,NHS Tayside,18-25,3,139
2023-12,NHS Tayside,18-25,4,81
2023-12,NHS Tayside,18-25,5,59
2023-12,NHS Tayside,26-35,1,169
2023-12,NHS Tayside,26-35,2,135
2023-12,NHS Tayside,26-35,3,117
2023-12,NHS Tayside,26-35,4,58
2023-12,NHS Tayside,26-35,5,45
2023-12,NHS Tayside,36-45,1,127
2023-12,NHS Tayside,36-45,2,98
2023-12,NHS Tayside,36-45,3,74
2023-12,NHS Tayside,36-45,4,51
2023-12,NHS Tayside,36-45,5,25
2023-12,NHS Tayside,46-55,1,139
2023-12,NHS Tayside,46-55,2,111
2023-12,NHS Tayside,46-55,3,81
2023-12,NHS Tayside,46-55,4,41
2023-12,NHS Tayside,46-55,5,24
2023-12,NHS Tayside,56-65,1,101
2023-12,NHS Tayside,56-65,2,89
2023-12,NHS Tayside,56-65,3,43
2023-12,NHS Tayside,56-65,4,32
2023-12,NHS Tayside,56-65,5,16
2023-12,NHS Tayside,66-75,1,45
2023-12,NHS Tayside,66-75,2,28
2023-12,NHS Tayside,66-75,3,23
2023-12,NHS Tayside,66-75,4,12
2023-12,NHS Tayside,66-75,5,8
2023-12,NHS Tayside,76+,1,18
2023-12,NHS Tayside,76+,2,15
2023-12,NHS Tayside,76+,3,7
2023-12,NHS Tayside,76+,4,8
2023-12,NHS Tayside,76+,5,5
2023-12,NHS Western Isles,0-17,1,12
2023-12,NHS Western Isles,0-17,2,5
2023-12,NHS Western Isles,0-17,3,5
2023-12,NHS Western Isles,0-17,4,2
2023-12,NHS Western Isles,0-17,5,1
2023-12,NHS Western Isles,18-25,1,36
2023-12,NHS Western Isles,18-25,2,26
2023-12,NHS Western Isles,18-25,3,17
2023-12,NHS Western Isles,18-25,4,12
2023-12,NHS Western Isles,18-25,5,4
2023-12,NHS Western Isles,26-35,1,30
2023-12,NHS Western Isles,26-35,2,26
2023-12,NHS Western Isles,26-35,3,18
2023-12,NHS Western Isles,26-35,4,14
2023-12,NHS Western Isles,26-35,5,2
2023-12,NHS Western Isles,36-45,1,23
2023-12,NHS Western Isles,36-45,2,17
2023-12,NHS Western Isles,36-45,3,10
2023-12,NHS Western Isles,36-45,4,3
2023-12,NHS Western Isles,36-45,5,5
2023-12,NHS Western Isles,46-55,1,18
2023-12,NHS Western Isles,46-55,2,11
2023-12,NHS Western Isles,46-55,3,13
2023-12,NHS Western Isles,46-55,4,7
2023-12,NHS Western Isles,46-55,5,9
2023-12,NHS Western Isles,56-65,1,17
2023-12,NHS Western Isles,56-65,2,7
2023-12,NHS Western Isles,56-65,3,7
2023-12,NHS Western Isles,56-65,4,5
2023-12,NHS Western Isles,56-65,5,5
2023-12,NHS Western Isles,66-75,1,10
2023-12,NHS Western Isles,66-75,2,7
2023-12,NHS Western Isles,66-75,3,8
2023-12,NHS Western Isles,66-75,4,3
2023-12,NHS Western Isles,66-75,5,2
2023-12,NHS Western Isles,76+,1,3
2023-12,NHS Western Isles,76+,2,1
2023-12,NHS Western Isles,76+,3,4
2023-12,NHS Western Isles,76+,4,1
2023-12,NHS Western Isles,76+,5,1
2024-01,NHS Ayrshire and Arran,0-17,1,51
2024-01,NHS Ayrshire and Arran,0-17,2,46
2024-01,NHS Ayrshire and Arran,0-17,3,33
2024-01,NHS Ayrshire and Arran,0-17,4,25
2024-01,NHS Ayrshire and Arran,0-17,5,9
2024-01,NHS Ayrshire and Arran,18-25,1,187
2024-01,NHS Ayrshire and Arran,18-25,2,122
2024-01,NHS Ayrshire and Arran,18-25,3,97
2024-01,NHS Ayrshire and Arran,18-25,4,66
2024-01,NHS Ayrshire and Arran,18-25,5,41
2024-01,NHS Ayrshire and Arran,26-35,1,141
2024-01,NHS Ayrshire and Arran,26-35,2,115
2024-01,NHS Ayrshire and Arran,26-35,3,73
2024-01,NHS Ayrshire and Arran,26-35,4,53
2024-01,NHS Ayrshire and Arran,26-35,5,26
2024-01,NHS Ayrshire and Arran,36-45,1,97
2024-01,NHS Ayrshire and Arran,36-45,2,75
2024-01,NHS Ayrshire and Arran,36-45,3,69
2024-01,NHS Ayrshire and Arran,36-45,4,49
2024-01,NHS Ayrshire and Arran,36-45,5,21
2024-01,NHS Ayrshire and Arran,46-55,1,112
2024-01,NHS Ayrshire and Arran,46-55,2,92
2024-01,NHS Ayrshire and Arran,46-55,3,58
2024-01,NHS Ayrshire and Arran,46-55,4,27
2024-01,NHS Ayrshire and Arran,46-55,5,26
2024-01,NHS Ayrshire and Arran,56-65,1,72
2024-01,NHS Ayrshire and Arran,56-65,2,56
2024-01,NHS Ayrshire and Arran,56-65,3,46
2024-01,NHS Ayrshire and Arran,56-65,4,26
2024-01,NHS Ayrshire and Arran,56-65,5,13
2024-01,NHS Ayrshire and Arran,66-75,1,31
2024-01,NHS Ayrshire and Arran,66-75,2,33
2024-01,NHS Ayrshire and Arran,66-75,3,13
2024-01,NHS Ayrshire and Arran,66-75,4,10
2024-01,NHS Ayrshire and Arran,66-75,5,12
2024-01,NHS Ayrshire and Arran,76+,1,16
2024-01,NHS Ayrshire and Arran,76+,2,9
2024-01,NHS Ayrshire and Arran,76+,3,9
2024-01,NHS Ayrshire and Arran,76+,4,6
2024-01,NHS Borders,0-17,1,18
2024-01,NHS Borders,0-17,2,13
2024-01,NHS Borders,0-17,3,14
2024-01,NHS Borders,0-17,4,10
2024-01,NHS Borders,0-17,5,6
2024-01,NHS Borders,18-25,1,71
2024-01,NHS Borders,18-25,2,56
2024-01,NHS Borders,18-25,3,31
2024-01,NHS Borders,18-25,4,20
2024-01,NHS Borders,18-25,5,18
2024-01,NHS Borders,26-35,1,64
2024-01,NHS Borders,26-35,2,49
2024-01,NHS Borders,26-35,3,40
2024-01,NHS Borders,26-35,4,23
2024-01,NHS Borders,26-35,5,9
2024-01,NHS Borders,36-45,1,44
2024-01,NHS Borders,36-45,2,29
2024-01,NHS Borders,36-45,3,27
2024-01,NHS Borders,36-45,4,15
2024-01,NHS Borders,36-45,5,8
2024-01,NHS Borders,46-55,1,42
2024-01,NHS Borders,46-55,2,26
2024-01,NHS Borders,46-55,3,23
2024-01,NHS Borders,46-55,4,18
2024-01,NHS Borders,46-55,5,13
2024-01,NHS Borders,56-65,1,29
2024-01,NHS Borders,56-65,2,26
2024-01,NHS Borders,56-65,3,19
2024-01,NHS Borders,56-65,4,10
2024-01,NHS Borders,56-65,5,4
2024-01,NHS Borders,66-75,1,17
2024-01,NHS Borders,66-75,2,11
2024-01,NHS Borders,66-75,3,4
2024-01,NHS Borders,66-75,4,3
2024-01,NHS Borders,66-75,5,3
2024-01,NHS Borders,76+,1,7
2024-01,NHS Borders,76+,2,8
2024-01,NHS Borders,76+,3,3
2024-01,NHS Borders,76+,4,2
2024-01,NHS Borders,76+,5,3
2024-01,NHS Dumfries and Galloway,0-17,1,33
2024-01,NHS Dumfries and Galloway,0-17,2,31
2024-01,NHS Dumfries and Galloway,0-17,3,23
2024-01,NHS Dumfries and Galloway,0-17,4,13
2024-01,NHS Dumfries and Galloway,0-17,5,7
2024-01,NHS Dumfries and Galloway,18-25,1,120
2024-01,NHS Dumfries and Galloway,18-25,2,76
2024-01,NHS Dumfries and Galloway,18-25,3,59
2024-01,NHS Dumfries and Galloway,18-25,4,35
2024-01,NHS Dumfries and Galloway,18-25,5,27
2024-01,NHS Dumfries and Galloway,26-35,1,70
2024-01,NHS Dumfries and Galloway,26-35,2,71
2024-01,NHS Dumfries and Galloway,26-35,3,58
2024-01,NHS Dumfries and Galloway,26-35,4,30
2024-01,NHS Dumfries and Galloway,26-35,5,27
2024-01,NHS Dumfries and Galloway,36-45,1,61
2024-01,NHS Dumfries and Galloway,36-45,2,54
2024-01,NHS Dumfries and Galloway,36-45,3,37
2024-01,NHS Dumfries and Galloway,36-45,4,18
2024-01,NHS Dumfries and Galloway,36-45,5,7
2024-01,NHS Dumfries and Galloway,46-55,1,65
2024-01,NHS Dumfries and Galloway,46-55,2,44
2024-01,NHS Dumfries and Galloway,46-55,3,33
2024-01,NHS Dumfries and Galloway,46-55,4,18
2024-01,NHS Dumfries and Galloway,46-55,5,13
2024-01,NHS Dumfries and Galloway,56-65,1,57
2024-01,NHS Dumfries and Galloway,56-65,2,26
2024-01,NHS Dumfries and Galloway,56-65,3,36
2024-01,NHS Dumfries and Galloway,56-65,4,16
2024-01,NHS Dumfries and Galloway,56-65,5,17
2024-01,NHS Dumfries and Galloway,66-75,1,21
2024-01,NHS Dumfries and Galloway,66-75,2,20
2024-01,NHS Dumfries and Galloway,66-75,3,13
2024-01,NHS Dumfries and Galloway,66-75,4,11
2024-01,NHS Dumfries and Galloway,66-75,5,4
2024-01,NHS Dumfries and Galloway,76+,1,8
2024-01,NHS Dumfries and Galloway,76+,2,10
2024-01,NHS Dumfries and Galloway,76+,3,5
2024-01,NHS Dumfries and Galloway,76+,4,3
2024-01,NHS Dumfries and Galloway,76+,5,2
2024-01,NHS Fife,0-17,1,61
2024-01,NHS Fife,0-17,2,47
2024-01,NHS Fife,0-17,3,27
2024-01,NHS Fife,0-17,4,18
2024-01,NHS Fife,0-17,5,16
2024-01,NHS Fife,18-25,1,170
2024-01,NHS Fife,18-25,2,117
2024-01,NHS Fife,18-25,3,102
2024-01,NHS Fife,18-25,4,63
2024-01,NHS Fife,18-25,5,44
2024-01,NHS Fife,26-35,1,141
2024-01,NHS Fife,26-35,2,118
2024-01,NHS Fife,26-35,3,76
2024-01,NHS Fife,26-35,4,47
2024-01,NHS Fife,26-35,5,34
2024-01,NHS Fife,36-45,1,84
2024-01,NHS Fife,36-45,2,82
2024-01,NHS Fife,36-45,3,73
2024-01,NHS Fife,36-45,4,46
2024-01,NHS Fife,36-45,5,27
2024-01,NHS Fife,46-55,1,80
2024-01,NHS Fife,46-55,2,89
2024-01,NHS Fife,46-55,3,58
2024-01,NHS Fife,46-55,4,33
2024-01,NHS Fife,46-55,5,24
2024-01,NHS Fife,56-65,1,68
2024-01,NHS Fife,56-65,2,56
2024-01,NHS Fife,56-65,3,31
2024-01,NHS Fife,56-65,4,21
2024-01,NHS Fife,56-65,5,13
2024-01,NHS Fife,66-75,1,39
2024-01,NHS Fife,66-75,2,34
2024-01,NHS Fife,66-75,3,19
2024-01,NHS Fife,66-75,4,12
2024-01,NHS Fife,66-75,5,6
2024-01,NHS Fife,76+,1,10
2024-01,NHS Fife,76+,2,5
2024-01,NHS Fife,76+,3,14
2024-01,NHS Fife,76+,4,3
2024-01,NHS Fife,76+,5,5
2024-01,NHS Forth Valley,0-17,1,51
2024-01,NHS Forth Valley,0-17,2,33
2024-01,NHS Forth Valley,0-17,3,18
2024-01,NHS Forth Valley,0-17,4,9
2024-01,NHS Forth Valley,0-17,5,14
2024-01,NHS Forth Valley,18-25,1,137
2024-01,NHS Forth Valley,18-25,2,111
2024-01,NHS Forth Valley,18-25,3,70
2024-01,NHS Forth Valley,18-25,4,44
2024-01,NHS Forth Valley,18-25,5,38
2024-01,NHS Forth Valley,26-35,1,115
2024-01,NHS Forth Valley,26-35,2,71
2024-01,NHS Forth Valley,26-35,3,62
2024-01,NHS Forth Valley,26-35,4,39
2024-01,NHS Forth Valley,26-35,5,25
2024-01,NHS Forth Valley,36-45,1,79
2024-01,NHS Forth Valley,36-45,2,49
2024-01,NHS Forth Valley,36-45,3,28
2024-01,NHS Forth Valley,36-45,4,29
2024-01,NHS Forth Valley,36-45,5,13
2024-01,NHS Forth Valley,46-55,1,86
2024-01,NHS Forth Valley,46-55,2,65
2024-01,NHS Forth Valley,46-55,3,52
2024-01,NHS Forth Valley,46-55,4,31
2024-01,NHS Forth Valley,46-55,5,19
2024-01,NHS Forth Valley,56-65,1,42
2024-01,NHS Forth Valley,56-65,2,44
2024-01,NHS Forth Valley,56-65,3,28
2024-01,NHS Forth Valley,56-65,4,23
2024-01,NHS Forth Valley,56-65,5,8
2024-01,NHS Forth Valley,66-75,1,30
2024-01,NHS Forth Valley,66-75,2,19
2024-01,NHS Forth Valley,66-75,3,18
2024-01,NHS Forth Valley,66-75,4,3
2024-01,NHS Forth Valley,66-75,5,3
2024-01,NHS Forth Valley,76+,1,16
2024-01,NHS Forth Valley,76+,2,6
2024-01,NHS Forth Valley,76+,3,15
2024-01,NHS Forth Valley,76+,4,1
2024-01,NHS Forth Valley,76+,5,2
2024-01,NHS Grampian,0-17,1,70
2024-01,NHS Grampian,0-17,2,62
2024-01,NHS Grampian,0-17,3,46
2024-01,NHS Grampian,0-17,4,23
2024-01,NHS Grampian,0-17,5,17
2024-01,NHS Grampian,18-25,1,240
2024-01,NHS Grampian,18-25,2,150
2024-01,NHS Grampian,18-25,3,136
2024-01,NHS Grampian,18-25,4,70
2024-01,NHS Grampian,18-25,5,51
2024-01,NHS Grampian,26-35,1,196
2024-01,NHS Grampian,26-35,2,132
2024-01,NHS Grampian,26-35,3,106
2024-01,NHS Grampian,26-35,4,69
2024-01,NHS Grampian,26-35,5,46
2024-01,NHS Grampian,36-45,1,166
2024-01,NHS Grampian,36-45,2,103
2024-01,NHS Grampian,36-45,3,74
2024-01,NHS Grampian,36-45,4,49
2024-01,NHS Grampian,36-45,5,27
2024-01,NHS Grampian,46-55,1,133
2024-01,NHS Grampian,46-55,2,90
2024-01,NHS Grampian,46-55,3,66
2024-01,NHS Grampian,46-55,4,43
2024-01,NHS Grampian,46-55,5,30
2024-01,NHS Grampian,56-65,1,106
2024-01,NHS Grampian,56-65,2,74
2024-01,NHS Grampian,56-65,3,48
2024-01,NHS Grampian,56-65,4,23
2024-01,NHS Grampian,56-65,5,25
2024-01,NHS Grampian,66-75,1,52
2024-01,NHS Grampian,66-75,2,36
2024-01,NHS Grampian,66-75,3,31
2024-01,NHS Grampian,66-75,4,23
2024-01,NHS Grampian,66-75,5,13
2024-01,NHS Grampian,76+,1,21
2024-01,NHS Grampian,76+,2,14
2024-01,NHS Grampian,76+,3,15
2024-01,NHS Grampian,76+,4,6
2024-01,NHS Grampian,76+,5,1
2024-01,NHS Greater Glasgow and Clyde,0-17,1,149
2024-01,NHS Greater Glasgow and Clyde,0-17,2,92
2024-01,NHS Greater Glasgow and Clyde,0-17,3,87
2024-01,NHS Greater Glasgow and Clyde,0-17,4,51
2024-01,NHS Greater Glasgow and Clyde,0-17,5,30
2024-01,NHS Greater Glasgow and Clyde,18-25,1,441
2024-01,NHS Greater Glasgow and Clyde,18-25,2,327
2024-01,NHS Greater Glasgow and Clyde,18-25,3,241
2024-01,NHS Greater Glasgow and Clyde,18-25,4,139
2024-01,NHS Greater Glasgow and Clyde,18-25,5,105
2024-01,NHS Greater Glasgow and Clyde,26-35,1,376
2024-01,NHS Greater Glasgow and Clyde,26-35,2,267
2024-01,NHS Greater Glasgow and Clyde,26-35,3,211
2024-01,NHS Greater Glasgow and Clyde,26-35,4,134
2024-01,NHS Greater Glasgow and Clyde,26-35,5,88
2024-01,NHS Greater Glasgow and Clyde,36-45,1,251
2024-01,NHS Greater Glasgow and Clyde,36-45,2,180
2024-01,NHS Greater Glasgow and Clyde,36-45,3,141
2024-01,NHS Greater Glasgow and Clyde,36-45,4,97
2024-01,NHS Greater Glasgow and Clyde,36-45,5,57
2024-01,NHS Greater Glasgow and Clyde,46-55,1,229
2024-01,NHS Greater Glasgow and Clyde,46-55,2,166
2024-01,NHS Greater Glasgow and Clyde,46-55,3,146
2024-01,NHS Greater Glasgow and Clyde,46-55,4,92
2024-01,NHS Greater Glasgow and Clyde,46-55,5,62
2024-01,NHS Greater Glasgow and Clyde,56-65,1,194
2024-01,NHS Greater Glasgow and Clyde,56-65,2,110
2024-01,NHS Greater Glasgow and Clyde,56-65,3,99
2024-01,NHS Greater Glasgow and Clyde,56-65,4,50
2024-01,NHS Greater Glasgow and Clyde,56-65,5,33
2024-01,NHS Greater Glasgow and Clyde,66-75,1,85
2024-01,NHS Greater Glasgow and Clyde,66-75,2,62
2024-01,NHS Greater Glasgow and Clyde,66-75,3,40
2024-01,NHS Greater Glasgow and Clyde,66-75,4,31
2024-01,NHS Greater Glasgow and Clyde,66-75,5,22
2024-01,NHS Greater Glasgow and Clyde,76+,1,32
2024-01,NHS Greater Glasgow and Clyde,76+,2,32
2024-01,NHS Greater Glasgow and Clyde,76+,3,23
2024-01,NHS Greater Glasgow and Clyde,76+,4,11
2024-01,NHS Greater Glasgow and Clyde,76+,5,7
2024-01,NHS Highland,0-17,1,60
2024-01,NHS Highland,0-17,2,33
2024-01,NHS Highland,0-17,3,31
2024-01,NHS Highland,0-17,4,22
2024-01,NHS Highland,0-17,5,16
2024-01,NHS Highland,18-25,1,155
2024-01,NHS Highland,18-25,2,106
2024-01,NHS Highland,18-25,3,102
2024-01,NHS Highland,18-25,4,55
2024-01,NHS Highland,18-25,5,40
2024-01,NHS Highland,26-35,1,125
2024-01,NHS Highland,26-35,2,82
2024-01,NHS Highland,26-35,3,69
2024-01,NHS Highland,26-35,4,60
2024-01,NHS Highland,26-35,5,29
2024-01,NHS Highland,36-45,1,97
2024-01,NHS Highland,36-45,2,60
2024-01,NHS Highland,36-45,3,45
2024-01,NHS Highland,36-45,4,33
2024-01,NHS Highland,36-45,5,33
2024-01,NHS Highland,46-55,1,98
2024-01,NHS Highland,46-55,2,67
2024-01,NHS Highland,46-55,3,59
2024-01,NHS Highland,46-55,4,30
2024-01,NHS Highland,46-55,5,20
2024-01,NHS Highland,56-65,1,71
2024-01,NHS Highland,56-65,2,41
2024-01,NHS Highland,56-65,3,43
2024-01,NHS Highland,56-65,4,17
2024-01,NHS Highland,56-65,5,18
2024-01,NHS Highland,66-75,1,30
2024-01,NHS Highland,66-75,2,23
2024-01,NHS Highland,66-75,3,21
2024-01,NHS Highland,66-75,4,9
2024-01,NHS Highland,66-75,5,4
2024-01,NHS Highland,76+,1,10
2024-01,NHS Highland,76+,2,9
2024-01,NHS Highland,76+,3,6
2024-01,NHS Highland,76+,4,3
2024-01,NHS Highland,76+,5,5
2024-01,NHS Lanarkshire,0-17,1,73
2024-01,NHS Lanarkshire,0-17,2,60
2024-01,NHS Lanarkshire,0-17,3,43
2024-01,NHS Lanarkshire,0-17,4,42
2024-01,NHS Lanarkshire,0-17,5,17
2024-01,NHS Lanarkshire,18-25,1,252
2024-01,NHS Lanarkshire,18-25,2,200
2024-01,NHS Lanarkshire,18-25,3,163
2024-01,NHS Lanarkshire,18-25,4,97
2024-01,NHS Lanarkshire,18-25,5,62
2024-01,NHS Lanarkshire,26-35,1,243
2024-01,NHS Lanarkshire,26-35,2,145
2024-01,NHS Lanarkshire,26-35,3,135
2024-01,NHS Lanarkshire,26-35,4,64
2024-01,NHS Lanarkshire,26-35,5,48
2024-01,NHS Lanarkshire,36-45,1,162
2024-01,NHS Lanarkshire,36-45,2,106
2024-01,NHS Lanarkshire,36-45,3,87
2024-01,NHS Lanarkshire,36-45,4,43
2024-01,NHS Lanarkshire,36-45,5,33
2024-01,NHS Lanarkshire,46-55,1,148
2024-01,NHS Lanarkshire,46-55,2,137
2024-01,NHS Lanarkshire,46-55,3,94
2024-01,NHS Lanarkshire,46-55,4,65
2024-01,NHS Lanarkshire,46-55,5,39
2024-01,NHS Lanarkshire,56-65,1,114
2024-01,NHS Lanarkshire,56-65,2,83
2024-01,NHS Lanarkshire,56-65,3,62
2024-01,NHS Lanarkshire,56-65,4,39
2024-01,NHS Lanarkshire,56-65,5,26
2024-01,NHS Lanarkshire,66-75,1,62
2024-01,NHS Lanarkshire,66-75,2,40
2024-01,NHS Lanarkshire,66-75,3,28
2024-01,NHS Lanarkshire,66-75,4,18
2024-01,NHS Lanarkshire,66-75,5,7
2024-01,NHS Lanarkshire,76+,1,20
2024-01,NHS Lanarkshire,76+,2,15
2024-01,NHS Lanarkshire,76+,3,10
2024-01,NHS Lanarkshire,76+,4,5
2024-01,NHS Lanarkshire,76+,5,3
2024-01,NHS Lothian,0-17,1,115
2024-01,NHS Lothian,0-17,2,82
2024-01,NHS Lothian,0-17,3,55
2024-01,NHS Lothian,0-17,4,29
2024-01,NHS Lothian,0-17,5,30
2024-01,NHS Lothian,18-25,1,378
2024-01,NHS Lothian,18-25,2,252
2024-01,NHS Lothian,18-25,3,183
2024-01,NHS Lothian,18-25,4,144
2024-01,NHS Lothian,18-25,5,76
2024-01,NHS Lothian,26-35,1,294
2024-01,NHS Lothian,26-35,2,229
2024-01,NHS Lothian,26-35,3,156
2024-01,NHS Lothian,26-35,4,79
2024-01,NHS Lothian,26-35,5,57
2024-01,NHS Lothian,36-45,1,229
2024-01,NHS Lothian,36-45,2,153
2024-01,NHS Lothian,36-45,3,123
2024-01,NHS Lothian,36-45,4,73
2024-01,NHS Lothian,36-45,5,38
2024-01,NHS Lothian,46-55,1,199
2024-01,NHS Lothian,46-55,2,139
2024-01,NHS Lothian,46-55,3,123
2024-01,NHS Lothian,46-55,4,73
2024-01,NHS Lothian,46-55,5,45
2024-01,NHS Lothian,56-65,1,120
2024-01,NHS Lothian,56-65,2,99
2024-01,NHS Lothian,56-65,3,88
2024-01,NHS Lothian,56-65,4,48
2024-01,NHS Lothian,56-65,5,33
2024-01,NHS Lothian,66-75,1,74
2024-01,NHS Lothian,66-75,2,52
2024-01,NHS Lothian,66-75,3,47
2024-01,NHS Lothian,66-75,4,23
2024-01,NHS Lothian,66-75,5,14
2024-01,NHS Lothian,76+,1,18
2024-01,NHS Lothian,76+,2,20
2024-01,NHS Lothian,76+,3,16
2024-01,NHS Lothian,76+,4,12
2024-01,NHS Lothian,76+,5,5
2024-01,NHS Orkney,0-17,1,8
2024-01,NHS Orkney,0-17,2,8
2024-01,NHS Orkney,0-17,3,5
2024-01,NHS Orkney,0-17,4,3
2024-01,NHS Orkney,0-17,5,1
2024-01,NHS Orkney,18-25,1,24
2024-01,NHS Orkney,18-25,2,18
2024-01,NHS Orkney,18-25,3,13
2024-01,NHS Orkney,18-25,4,9
2024-01,NHS Orkney,18-25,5,7
2024-01,NHS Orkney,26-35,1,20
2024-01,NHS Orkney,26-35,2,18
2024-01,NHS Orkney,26-35,3,7
2024-01,NHS Orkney,26-35,4,5
2024-01,NHS Orkney,26-35,5,4
2024-01,NHS Orkney,36-45,1,16
2024-01,NHS Orkney,36-45,2,11
2024-01,NHS Orkney,36-45,3,14
2024-01,NHS Orkney,36-45,4,7
2024-01,NHS Orkney,36-45,5,3
2024-01,NHS Orkney,46-55,1,18
2024-01,NHS Orkney,46-55,2,9
2024-01,NHS Orkney,46-55,3,12
2024-01,NHS Orkney,46-55,4,5
2024-01,NHS Orkney,46-55,5,4
2024-01,NHS Orkney,56-65,1,11
2024-01,NHS Orkney,56-65,2,9
2024-01,NHS Orkney,56-65,3,3
2024-01,NHS Orkney,56-65,4,2
2024-01,NHS Orkney,56-65,5,1
2024-01,NHS Orkney,66-75,1,7
2024-01,NHS Orkney,66-75,2,2
2024-01,NHS Orkney,66-75,3,1
2024-01,NHS Orkney,66-75,4,2
2024-01,NHS Orkney,66-75,5,1
2024-01,NHS Orkney,76+,1,1
2024-01,NHS Orkney,76+,2,2
2024-01,NHS Orkney,76+,3,1
2024-01,NHS Orkney,76+,4,1
2024-01,NHS Shetland,0-17,1,7
2024-01,NHS Shetland,0-17,2,6
2024-01,NHS Shetland,0-17,3,3
2024-01,NHS Shetland,0-17,4,7
2024-01,NHS Shetland,0-17,5,1
2024-01,NHS Shetland,18-25,1,30
2024-01,NHS Shetland,18-25,2,22
2024-01,NHS Shetland,18-25,3,17
2024-01,NHS Shetland,18-25,4,7
2024-01,NHS Shetland,18-25,5,4
2024-01,NHS Shetland,26-35,1,14
2024-01,NHS Shetland,26-35,2,13
2024-01,NHS Shetland,26-35,3,8
2024-01,NHS Shetland,26-35,4,10
2024-01,NHS Shetland,26-35,5,2
2024-01,NHS Shetland,36-45,1,14
2024-01,NHS Shetland,36-45,2,20
2024-01,NHS Shetland,36-45,3,7
2024-01,NHS Shetland,36-45,4,8
2024-01,NHS Shetland,36-45,5,3
2024-01,NHS Shetland,46-55,1,19
2024-01,NHS Shetland,46-55,2,9
2024-01,NHS Shetland,46-55,3,7
2024-01,NHS Shetland,46-55,4,11
2024-01,NHS Shetland,46-55,5,3
2024-01,NHS Shetland,56-65,1,7
2024-01,NHS Shetland,56-65,2,7
2024-01,NHS Shetland,56-65,3,6
2024-01,NHS Shetland,56-65,4,3
2024-01,NHS Shetland,56-65,5,3
2024-01,NHS Shetland,66-75,1,7
2024-01,NHS Shetland,66-75,2,4
2024-01,NHS Shetland,66-75,3,2
2024-01,NHS Shetland,66-75,4,3
2024-01,NHS Shetland,66-75,5,2
2024-01,NHS Shetland,76+,1,3
2024-01,NHS Shetland,76+,2,1
2024-01,NHS Shetland,76+,3,2
2024-01,NHS Tayside,0-17,1,55
2024-01,NHS Tayside,0-17,2,44
2024-01,NHS Tayside,0-17,3,41
2024-01,NHS Tayside,0-17,4,24
2024-01,NHS Tayside,0-17,5,19
2024-01,NHS Tayside,18-25,1,204
2024-01,NHS Tayside,18-25,2,154
2024-01,NHS Tayside,18-25,3,134
2024-01,NHS Tayside,18-25,4,72
2024-01,NHS Tayside,18-25,5,48
2024-01,NHS Tayside,26-35,1,181
2024-01,NHS Tayside,26-35,2,111
2024-01,NHS Tayside,26-35,3,91
2024-01,NHS Tayside,26-35,4,52
2024-01,NHS Tayside,26-35,5,36
2024-01,NHS Tayside,36-45,1,101
2024-01,NHS Tayside,36-45,2,76
2024-01,NHS Tayside,36-45,3,65
2024-01,NHS Tayside,36-45,4,42
2024-01,NHS Tayside,36-45,5,20
2024-01,NHS Tayside,46-55,1,122
2024-01,NHS Tayside,46-55,2,99
2024-01,NHS Tayside,46-55,3,71
2024-01,NHS Tayside,46-55,4,52
2024-01,NHS Tayside,46-55,5,30
2024-01,NHS Tayside,56-65,1,78
2024-01,NHS Tayside,56-65,2,67
2024-01,NHS Tayside,56-65,3,62
2024-01,NHS Tayside,56-65,4,23
2024-01,NHS Tayside,56-65,5,24
2024-01,NHS Tayside,66-75,1,40
2024-01,NHS Tayside,66-75,2,30
2024-01,NHS Tayside,66-75,3,32
2024-01,NHS Tayside,66-75,4,14
2024-01,NHS Tayside,66-75,5,15
2024-01,NHS Tayside,76+,1,20
2024-01,NHS Tayside,76+,2,13
2024-01,NHS Tayside,76+,3,15
2024-01,NHS Tayside,76+,4,4
2024-01,NHS Tayside,76+,5,7
2024-01,NHS Western Isles,0-17,1,15
2024-01,NHS Western Isles,0-17,2,8
2024-01,NHS Western Isles,0-17,3,16
2024-01,NHS Western Isles,0-17,4,2
2024-01,NHS Western Isles,0-17,5,1
